EURUSD,20160901,000000,1.1155,1.1155,1.1154,1.1154,4
EURUSD,20160901,000100,1.1155,1.1155,1.1154,1.1155,4
EURUSD,20160901,000200,1.1155,1.1155,1.1155,1.1155,4
EURUSD,20160901,000300,1.1155,1.1155,1.1153,1.1153,4
EURUSD,20160901,000400,1.1152,1.1153,1.1152,1.1152,4
EURUSD,20160901,000500,1.1151,1.1152,1.1151,1.1152,4
EURUSD,20160901,000600,1.1152,1.1153,1.1152,1.1153,4
EURUSD,20160901,000700,1.1153,1.1154,1.1153,1.1153,4
EURUSD,20160901,000800,1.1154,1.1154,1.1153,1.1153,4
EURUSD,20160901,000900,1.1154,1.1155,1.1154,1.1154,4
EURUSD,20160901,001000,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,001100,1.1155,1.1156,1.1154,1.1156,4
EURUSD,20160901,001200,1.1156,1.1157,1.1156,1.1156,4
EURUSD,20160901,001300,1.1156,1.1157,1.1156,1.1157,4
EURUSD,20160901,001400,1.1156,1.1157,1.1156,1.1157,4
EURUSD,20160901,001500,1.1156,1.1157,1.1156,1.1156,4
EURUSD,20160901,001600,1.1157,1.1157,1.1156,1.1157,4
EURUSD,20160901,001700,1.1157,1.1157,1.1156,1.1156,4
EURUSD,20160901,001800,1.1157,1.1157,1.1156,1.1156,4
EURUSD,20160901,001900,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,002000,1.1157,1.1157,1.1157,1.1157,4
EURUSD,20160901,002100,1.1156,1.1157,1.1156,1.1157,4
EURUSD,20160901,002200,1.1156,1.1157,1.1156,1.1157,4
EURUSD,20160901,002300,1.1157,1.1157,1.1156,1.1156,4
EURUSD,20160901,002400,1.1155,1.1156,1.1155,1.1156,4
EURUSD,20160901,002500,1.1157,1.1157,1.1156,1.1157,4
EURUSD,20160901,002600,1.1157,1.1157,1.1157,1.1157,4
EURUSD,20160901,002700,1.1157,1.1157,1.1157,1.1157,4
EURUSD,20160901,002800,1.1157,1.1158,1.1157,1.1158,4
EURUSD,20160901,002900,1.1158,1.1158,1.1158,1.1158,4
EURUSD,20160901,003000,1.1157,1.1158,1.1157,1.1158,4
EURUSD,20160901,003100,1.1158,1.1158,1.1158,1.1158,4
EURUSD,20160901,003200,1.1158,1.1158,1.1157,1.1157,4
EURUSD,20160901,003300,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,003400,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,003500,1.1157,1.1157,1.1156,1.1156,4
EURUSD,20160901,003600,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,003700,1.1155,1.1155,1.1155,1.1155,4
EURUSD,20160901,003800,1.1155,1.1155,1.1155,1.1155,4
EURUSD,20160901,003900,1.1155,1.1156,1.1155,1.1156,4
EURUSD,20160901,004000,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,004100,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,004200,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,004300,1.1156,1.1156,1.1155,1.1155,4
EURUSD,20160901,004400,1.1156,1.1156,1.1155,1.1155,4
EURUSD,20160901,004500,1.1156,1.1156,1.1156,1.1156,4
EURUSD,20160901,004600,1.1156,1.1156,1.1155,1.1155,4
EURUSD,20160901,004700,1.1155,1.1156,1.1155,1.1155,4
EURUSD,20160901,004800,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,004900,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,005000,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,005100,1.1154,1.1155,1.1154,1.1155,4
EURUSD,20160901,005200,1.1155,1.1155,1.1154,1.1155,4
EURUSD,20160901,005300,1.1154,1.1155,1.1154,1.1154,4
EURUSD,20160901,005400,1.1154,1.1155,1.1154,1.1154,4
EURUSD,20160901,005500,1.1154,1.1155,1.1154,1.1155,4
EURUSD,20160901,005600,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,005700,1.1154,1.1155,1.1154,1.1154,4
EURUSD,20160901,005800,1.1153,1.1154,1.1152,1.1153,4
EURUSD,20160901,005900,1.1153,1.1153,1.1152,1.1152,4
EURUSD,20160901,010000,1.1151,1.1152,1.1150,1.1152,4
EURUSD,20160901,010100,1.1153,1.1158,1.1153,1.1157,4
EURUSD,20160901,010200,1.1157,1.1157,1.1156,1.1156,4
EURUSD,20160901,010300,1.1155,1.1156,1.1155,1.1156,4
EURUSD,20160901,010400,1.1155,1.1155,1.1153,1.1154,4
EURUSD,20160901,010500,1.1155,1.1155,1.1153,1.1154,4
EURUSD,20160901,010600,1.1153,1.1155,1.1153,1.1155,4
EURUSD,20160901,010700,1.1156,1.1156,1.1155,1.1156,4
EURUSD,20160901,010800,1.1155,1.1155,1.1154,1.1154,4
EURUSD,20160901,010900,1.1154,1.1155,1.1154,1.1155,4
EURUSD,20160901,011000,1.1155,1.1155,1.1154,1.1154,4
EURUSD,20160901,011100,1.1154,1.1154,1.1154,1.1154,4
EURUSD,20160901,011200,1.1154,1.1155,1.1154,1.1154,4
